,country_code,code_year,Country,Continent,year,One.person,Couple.only,Couple.with.children,Single.parent.with.children,Single.mother.with.children,Single.father.with.children,Extended.family,Non.relatives,Unknown,relative_parental_care,no_adult_male,no_adult_female,annual_ASR,NO_MALE,NO_FEMALE,ASR.15.49,GDP_per_capita,PD,mean_years_of_schooling,unemployment_rate,unemployment_rate_full,median.age_full,median.age,Main.religion
199,288,288_2000,Ghana,Africa,2000,12.58820476,2.810656487,16.14532359,8.907802032,6.982572632,1.9252294,50.20763603,9.340377097,0,0.559532977,5551.679,5542.838,0.50039844,4703.918,4602.992,0.5054221,258.4709595,84.72732706,6.1,1.06,1.06,18.5,18.5,Christianity
200,288,288_2003,Ghana,Africa,2003,20.76049926,3.47656099,26.39551595,13.58389531,11.47465881,2.109236503,32.80737266,2.906387287,0.069768536,0.735614502,6074.29,6052.856,0.50088372,5164.944,5046.931,0.505778224,367.8215216,91.19407137,6.3,NA,1.06,18.5,NA,Christianity
201,288,288_2008,Ghana,Africa,2008,21.92913739,4.649601588,27.12610163,14.4850782,11.5580444,2.9270338,29.65589574,2.15418545,0,0.596456621,7111.441,7047.681,0.502251552,6031.108,5862.386,0.507093038,1217.064797,103.5590446,6.6,NA,1.07,19.2,NA,Christianity
202,288,288_2010,Ghana,Africa,2010,17.56964415,3.847715847,24.38917305,12.91169992,10.25161168,2.660088249,36.11763587,5.164131159,0,0.585896102,7565.755,7478.822,0.502889181,6386.871,6192.617,0.507721061,1299.344949,108.9022545,6.7,1.19,1.19,20,20,Christianity
203,288,288_2010,Ghana,Africa,2010,17.57227184,3.810770392,24.46282661,12.93573088,NA,NA,NA,NA,41.21840028,NA,7565.755,7478.822,0.502889181,6386.871,6192.617,0.507721061,1299.344949,108.9022545,6.7,1.19,1.19,20,20,Christianity
204,288,288_2014,Ghana,Africa,2014,25.87767982,5.5327727,27.14762227,13.8875748,11.89725441,1.990320395,25.31189726,2.24245314,0,0.776523755,8445.746,8318.477,0.503795851,7035.244,6797.068,0.508609407,1971.033347,119.646972,6.9,0.96,0.96,20,NA,Christianity
205,300,300_1991,Greece,Europe,1991,16.3371173,20.10818167,42.41994837,5.373813544,4.36160019,1.012213354,14.67912244,1.081816678,0,0.63437379,4103.086,4246.423,0.491416441,2569.924,2488.598,0.508038514,10188.36978,80.06149728,7.9,2.7,2.7,35.1,NA,Christianity
206,300,300_2001,Greece,Europe,2001,19.74843303,20.32498161,37.71206792,7.525232017,NA,NA,NA,NA,14.68928542,NA,4677.994,4795.851,0.493779875,2940.45,2801.902,0.512063698,12538.17887,84.2678976,8.8,NA,2.29,38,NA,Christianity
207,300,300_2001,Greece,Europe,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4677.994,4795.851,0.493779875,2940.45,2801.902,0.512063698,12538.17887,84.2678976,8.8,NA,2.29,38,NA,Christianity
208,300,300_2001,Greece,Europe,2001,19.82729059,20.35527082,37.73207997,6.646291347,5.531817613,1.114473734,12.04067081,3.398396464,0,0.695798015,4677.994,4795.851,0.493779875,2940.45,2801.902,0.512063698,12538.17887,84.2678976,8.8,NA,2.29,38,NA,Christianity
209,300,300_2011,Greece,Europe,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4483.12,4716.166,0.487333473,2594.792,2521.706,0.50714219,25916.29349,86.1512723,10.3,1.42,1.42,41.1,NA,Christianity
210,300,300_2011,Greece,Europe,2011,25.74395836,20.74618346,33.71925972,8.147746841,7.017539617,1.130207225,NA,NA,11.64285162,0.793026794,4483.12,4716.166,0.487333473,2594.792,2521.706,0.50714219,25916.29349,86.1512723,10.3,1.42,1.42,41.1,NA,Christianity
211,320,320_1994,Guatemala,North America,1994,4.14755808,5.145811607,49.09535237,8.028119464,6.697533579,1.330585885,25.92506502,7.658093455,0,0.701871988,2688.206,2884.982,0.48234619,2178.173,2335.023,0.482623179,1293.470198,93.6685517,3.4,NA,1.38,16.9,NA,Christianity
212,320,320_1995,Guatemala,North America,1995,3.798205227,5.23361571,46.8239549,9.734580157,8.08317048,1.651409677,27.23913089,7.089477625,0.081035487,0.689726913,2755.645,2970.694,0.48122282,2237.696,2407.303,0.481743053,1424.682543,95.99464352,3.5,1.43,1.43,17.2,17.2,Christianity
213,320,320_1999,Guatemala,North America,1999,4.095099119,4.949659707,47.7904354,9.184306135,8.295065982,0.889240152,28.23432849,5.740312357,0.005858793,0.969800781,3048.998,3331.996,0.477824928,2491.255,2707.843,0.479170618,1619.510736,105.5531728,3.6,NA,1.43,17.2,NA,Christianity
214,320,320_2002,Guatemala,North America,2002,4.874258843,5.307253686,48.05470365,9.768054704,7.964288148,1.803766555,27.07194621,4.923782912,0,0.644966634,3307.814,3629.89,0.476787998,2702.555,2940.573,0.47891081,1710.341468,113.3586973,3.8,NA,1.38,17.7,NA,Christianity
215,320,320_2015,Guatemala,North America,2015,4.326958785,5.28301993,42.8368172,12.58041479,11.40110524,1.179309554,30.78109026,4.191699026,0,0.985319137,4987.685,5376.214,0.481255655,4099.615,4285.562,0.48891216,3994.636913,145.272667,6.4,1.77,1.77,21.3,21.3,Christianity
216,324,324_1996,Guinea,Africa,1996,5.877034358,3.656609879,19.44418007,5.475397354,4.590273151,0.885124203,51.88636147,11.71599886,1.944418007,0.714834313,1847.119,2173.371,0.459426339,1504.742,1724.147,0.466024691,518.3742332,39.50330725,1.4,NA,0.61,17,NA,Islam
217,324,324_1999,Guinea,Africa,1999,4.642497932,3.552955081,27.60025737,4.651914159,3.458977666,1.192936493,54.69539871,4.58306179,0.273914956,0.462330434,1968.611,2344.422,0.456433095,1620.786,1874.756,0.4636723,429.719768,41.86098862,1.4,NA,0.61,17,NA,Islam
218,324,324_2005,Guinea,Africa,2005,5.404126666,3.413775249,30.3210703,5.202405268,4.45150547,0.750899797,53.5329912,2.089596052,0.036035265,0.772924924,2195.364,2649.967,0.453088551,1833.729,2125.431,0.463161125,322.4156816,47.82823613,1.6,0.62,0.62,16.4,16.4,Islam
219,324,324_2012,Guinea,Africa,2012,4.531494181,3.262765011,28.75341853,5.415127943,4.191532845,1.223595098,53.84297908,4.174075431,0.020139819,0.534735145,2630.478,3145.421,0.45542313,2229.029,2526.69,0.468704942,717.0507379,57.07606686,2.4,0.63,0.63,16.7,NA,Islam
220,328,328_2005,Guyana,South America,2005,9.695523994,8.364190914,36.63922072,9.71412343,8.362053266,1.352070164,33.07123102,2.324365515,0.191344405,0.7913137,236.366,239.014,0.49721486,188.218,186.825,0.50185712,1105.496454,3.790515621,7.9,1.52,1.52,23.1,23.1,Christianity
221,328,328_2009,Guyana,South America,2009,12.87004026,9.733753017,33.34101941,11.63568406,9.947557354,1.688126702,30.2713941,2.108586171,0.039522983,0.770311412,247.003,254.037,0.4929806,192.707,195.492,0.496412922,4233.76442,3.798415037,8,NA,1.52,23.1,NA,Christianity
222,332,332_1994,Haiti,North America,1994,8.072025276,4.272254762,24.27805498,8.687804604,6.642187066,2.045617538,37.02157942,17.6522089,0.016072047,0.511486664,2090.839,2250.374,0.481625527,1663.007,1762.957,0.485412865,285.1187788,275.8461538,3.1,NA,1.32,18.5,NA,Christianity
223,332,332_2000,Haiti,North America,2000,8.199069513,4.185250986,25.68203641,11.2819154,8.799853682,2.482061719,35.27853028,15.37319741,0,0.549662875,2441.865,2615.54,0.482829633,1975.59,2077.728,0.487400692,811.5339742,307.104717,3.8,1.33,1.33,19.1,19.1,Christianity
224,332,332_2003,Haiti,North America,2003,8.82311818,5.145886814,25.80829181,10.81637333,8.451200483,2.365172844,39.7884823,9.617847575,0,0.55305552,2626.153,2805.616,0.483480244,2128.119,2231.79,0.488110876,561.8179438,322.9355588,4.1,NA,1.33,19.1,NA,Christianity
225,332,332_2006,Haiti,North America,2006,8.616712165,4.138860575,24.37225058,12.13157686,9.696545434,2.435031425,40.68333214,10.05726768,0,0.600112466,2814.451,2999.68,0.484070792,2278.42,2384.376,0.488638148,792.8259258,339.0705733,4.4,NA,1.31,20.3,NA,Christianity
226,332,332_2012,Haiti,North America,2012,9.885876923,4.557486543,23.55323454,10.87849936,8.340983376,2.537515988,42.3382242,8.756058655,0.030619775,0.516808468,3207.338,3402.022,0.485272099,2581.146,2684.766,0.490161248,1337.335431,371.9495646,4.9,1.5,1.5,21.5,NA,Christianity
227,332,332_2017,Haiti,North America,2017,9.432931421,4.657829276,23.40991444,12.67917591,10.29370155,2.385474362,43.50563451,6.314514444,0,0.634996819,3543.031,3746.577,0.486038618,2824.587,2921.049,0.491605629,1294.239746,398.4893324,5.4,1.52,1.52,22.7,NA,Christianity
228,340,340_2001,Honduras,North America,2001,5.329052705,4.497961474,40.66982487,9.836092633,8.130993843,1.70509879,33.18917848,6.477889837,0,0.678394086,1899.719,1983.321,0.489234981,1587.108,1635.944,0.492423951,1133.186372,60.34419519,4.4,NA,1.09,18.2,NA,Christianity
229,340,340_2006,Honduras,North America,2006,5.523961152,4.698635359,40.00942312,10.52331886,9.131059967,1.392258897,31.08073929,8.148977481,0.014944729,0.816801193,2246.561,2332.205,0.490647699,1867.118,1905.596,0.494900488,1430.057052,68.23038699,4.8,NA,1.57,19.3,NA,Christianity
230,340,340_2012,Honduras,North America,2012,6.687692161,5.159285029,35.15000703,10.65206251,8.786413253,1.865649256,33.39999897,8.937380213,0.013574085,0.672981626,2720.666,2801.612,0.492670959,2243.983,2258.604,0.498376378,2144.342611,77.22487264,5.5,1.7,1.7,20.7,NA,Christianity
231,344,344_2006,"China, Hong Kong SAR",Asia,2006,16.5122571,NA,NA,NA,NA,NA,NA,NA,83.4877429,NA,2767.142,3100.458,0.471596905,1774.249,2060.594,0.462665356,28224.21506,6530.571429,11,NA,0.68,39.1,NA,Unaffiliated Religions
232,344,344_2011,"China, Hong Kong SAR",Asia,2011,17.05879274,14.96507086,39.4383898,11.93133558,NA,NA,NA,NA,16.60641102,NA,2854.379,3336.31,0.461076142,1653.175,2062.777,0.444885994,35142.48793,6734.857143,11.4,0.7,0.7,41.2,NA,Unaffiliated Religions
233,344,344_2016,"China, Hong Kong SAR",Asia,2016,18.28938844,15.45610013,36.65759001,11.86305003,NA,NA,NA,NA,17.7338714,NA,2923.554,3508.868,0.45450283,1548.681,1986.218,0.43811181,43731.10682,6987.238095,12.1,0.83,0.83,43.2,NA,Unaffiliated Religions
234,348,348_1990,Hungary,Europe,1990,24.45009157,19.78744419,NA,NA,NA,NA,NA,1.191382539,54.57108171,NA,3900.23,4358.502,0.472255305,2554.253,2532.293,0.502158636,NA,115.4332703,8.7,NA,0.8,36.4,36.4,Christianity
235,348,348_2001,Hungary,Europe,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3985.775,4526.895,0.468216787,2563.124,2544.638,0.501809599,5276.033189,113.6752511,10.3,NA,0.81,38.5,NA,Christianity
236,348,348_2001,Hungary,Europe,2001,26.31788621,20.14093324,31.85691447,9.751504271,8.504110553,1.247393718,NA,NA,0,0.833625345,3985.775,4526.895,0.468216787,2563.124,2544.638,0.501809599,5276.033189,113.6752511,10.3,NA,0.81,38.5,NA,Christianity
237,348,348_2001,Hungary,Europe,2001,26.24818068,20.83507866,31.22449001,9.296989517,NA,NA,NA,NA,12.39526114,NA,3985.775,4526.895,0.468216787,2563.124,2544.638,0.501809599,5276.033189,113.6752511,10.3,NA,0.81,38.5,NA,Christianity
238,348,348_2011,Hungary,Europe,2011,32.23039096,19.20249282,26.51492283,10.77754516,9.354398948,1.42314621,NA,NA,11.27464823,0.817766367,3948.645,4490.558,0.467893117,2387.745,2341.319,0.504908582,14216.16561,110.1483155,11.7,0.99,0.99,40.1,NA,Christianity
239,348,348_2011,Hungary,Europe,2011,32.08065454,19.85075412,26.74091777,11.05314845,NA,NA,NA,NA,10.27452513,NA,3948.645,4490.558,0.467893117,2387.745,2341.319,0.504908582,14216.16561,110.1483155,11.7,0.99,0.99,40.1,NA,Christianity
240,348,348_2011,Hungary,Europe,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.645,4490.558,0.467893117,2387.745,2341.319,0.504908582,14216.16561,110.1483155,11.7,0.99,0.99,40.1,NA,Christianity
241,356,356_1992,India,Asia,1992,3.178168013,4.265097905,36.48467253,4.591849019,3.036930644,1.554918375,49.72614727,1.67489333,0.079171931,0.290727278,293622.999,274304.418,0.517007967,235406.859,216433.244,0.52099594,316.9539279,305.8354885,3.2,NA,0.91,21.1,NA,Hinduism
242,356,356_1993,India,Asia,1993,6.946856583,6.896752165,45.32532686,5.094483169,4.054125025,1.040358144,34.83776099,0.709389627,0.189430605,0.590714267,300581.675,280995.605,0.516838751,241077.249,221613.003,0.521033776,301.1590042,311.9221644,3.3,NA,0.91,21.1,NA,Hinduism
243,356,356_1999,India,Asia,1999,6.562453743,6.295480864,46.40118061,5.253741818,4.235244953,1.018496865,34.66277757,0.615177833,0.209187565,0.618918837,347560.032,325558.059,0.516343323,279024.579,255758.395,0.521752921,441.9987596,349.1395289,4.2,NA,0.97,21.8,NA,Hinduism
244,356,356_1999,India,Asia,1999,3.43920234,4.875758467,38.87646249,4.761766323,3.299288108,1.462478215,46.9581315,1.056503441,0.032175436,0.353330836,347560.032,325558.059,0.516343323,279024.579,255758.395,0.521752921,441.9987596,349.1395289,4.2,NA,0.97,21.8,NA,Hinduism
245,356,356_2001,India,Asia,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364321.798,341302.921,0.516310991,291385.035,266988.286,0.52184627,451.5730011,361.5645435,4.5,NA,0.94,22.7,NA,Hinduism
246,356,356_2004,India,Asia,2004,6.919352908,7.201216116,45.70344058,5.685558239,4.712945845,0.972612394,34.07372792,0.416704234,0,0.68535265,389892.062,365277.386,0.516297452,308713.296,282964.219,0.521759384,627.7742473,379.936518,4.7,NA,0.94,22.7,NA,Hinduism
247,356,356_2006,India,Asia,2006,5.485427689,6.817932846,38.09125102,6.459443927,5.025645034,1.433798893,37.92913398,5.196239993,0.020570548,0.54470357,407033.946,381122.779,0.516437826,320016.957,293198.109,0.521867408,806.7532806,391.9985911,4.9,NA,1.01,23.8,NA,Hinduism
248,356,356_2009,India,Asia,2009,7.664429863,8.67978224,46.67874852,5.41916696,4.527297686,0.891869274,31.21610529,0.262389486,0.079377638,0.70553785,432769.633,404523.099,0.516867777,336701.558,307922.11,0.522322674,1101.96084,409.5689192,5.3,NA,1.01,23.8,NA,Hinduism
249,356,356_2015,India,Asia,2015,4.107647133,8.028648184,41.48773675,6.26259696,5.368956328,0.893640632,37.13883608,2.972290964,0.002243935,0.778726965,485157.633,452371.692,0.517485288,369061.974,336149.868,0.523334907,1605.605434,440.6554586,6.2,1,1,26.8,26.8,Hinduism
250,360,360_1990,Indonesia,Asia,1990,5.419497167,7.833237172,51.35038597,5.907618986,4.887396916,1.02022207,25.78674964,3.702511061,0,0.680382896,57385.407,57900.699,0.49776516,46393.041,45768.134,0.503390294,585.07655,100.1415358,3.3,NA,1.25,21.3,21.3,Islam
251,360,360_1991,Indonesia,Asia,1991,4.739365771,6.980782657,52.43269963,5.23734358,4.276646237,0.960697343,27.33035301,3.259827885,0.019627464,0.648516738,58896.143,59449.608,0.497661661,47621.605,46959.095,0.503502353,631.7828373,101.8960918,3.5,1.25,1.25,21.3,NA,Islam
252,360,360_1994,Indonesia,Asia,1994,5.534152668,6.892600288,50.97325415,5.081256474,4.200563786,0.880692688,28.19362553,3.313708121,0.011402774,0.678483193,63274.873,64183.496,0.496435609,51232.521,50625.478,0.502979849,912.2032751,107.0438691,4,NA,1.25,21.3,NA,Islam
253,360,360_1995,Indonesia,Asia,1995,5.697882449,8.216627897,55.34607295,5.508838814,4.556025702,0.952813112,22.68868222,2.541895668,0,0.67957844,64812.347,65809.784,0.496181975,52521.528,51905.205,0.502950983,1026.39342,108.7091639,4.2,1.36,1.36,22.8,22.8,Islam
254,360,360_1997,Indonesia,Asia,1997,4.827671195,7.937092314,53.08032758,5.017642764,4.140432477,0.877210287,26.36474587,2.77252027,0,0.673941991,67947.623,68971.018,0.496262762,55174.465,54385.781,0.503599316,1063.712365,111.961694,5.2,NA,1.36,22.8,NA,Islam
255,360,360_2000,Indonesia,Asia,2000,6.676955657,9.863140194,54.60328952,6.339272078,4.791683271,1.547588807,NA,NA,22.51734255,0.490832523,72878.683,73716.426,0.497142664,59218.948,58057.368,0.504952321,780.190201,116.7571902,6.7,1.18,1.18,24.4,24.4,Islam
256,360,360_2003,Indonesia,Asia,2003,5.142592388,7.42754462,51.37083263,4.389414791,3.128369098,1.261045693,29.65109141,2.006874107,0.011650059,0.394587164,76640.043,77310.59,0.497822201,61704.033,60665.602,0.504243009,1065.648539,121.6124516,7.2,NA,1.18,24.4,NA,Islam
257,360,360_2005,Indonesia,Asia,2005,6.033661636,9.122612485,56.39937307,6.046060734,4.694143018,1.351917716,20.77963381,1.618658273,0,0.540606058,79081.118,79590.194,0.498395816,63168.995,62143.93,0.504090021,1263.287321,124.9134563,7.4,1.48,1.48,25.6,25.6,Islam
258,360,360_2007,Indonesia,Asia,2007,5.874405097,8.769994032,46.69923496,5.384132035,4.07870151,1.305430525,31.09853688,2.144523162,0.029173837,0.49476816,82054.724,82361.568,0.499066869,65156.049,64152.906,0.503878861,1860.002763,128.272297,7.1,NA,1.48,25.6,NA,Islam
259,360,360_2010,Indonesia,Asia,2010,8.258493216,9.058092633,49.89967493,6.061976131,4.624543514,1.437432618,24.56582619,2.155936892,0,0.507481375,86008.714,86109.295,0.499707814,67186.514,66364.753,0.503076575,3122.362815,133.4942702,7.4,1.25,1.25,27.2,27.2,Islam
260,360,360_2012,Indonesia,Asia,2012,6.963714926,8.014964081,44.04401268,5.963431328,4.142359524,1.821071803,32.59881819,2.360658817,0.054399977,0.35692072,89087.497,89114.75,0.499923534,68753.131,67733.517,0.503735215,3694.348946,137.1475643,7.6,1.12,1.12,27.2,NA,Islam
261,360,360_2017,Indonesia,Asia,2017,7.098472952,9.450209656,45.66222039,5.641599327,4.03452576,1.607073567,30.52500524,1.612925811,0.009566626,0.399756735,96763.368,96657.035,0.500274875,72185.307,70647.371,0.505383698,3837.651731,140.955104,8,0.9,0.9,28.5,NA,Islam
262,364,364_1996,Iran (Islamic Republic of),Asia,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19039.837,18326.477,0.509545496,15532.395,15040.554,0.508043728,1932.804985,38.24683809,5.5,NA,1.71,18.6,NA,Islam
263,364,364_2006,Iran (Islamic Republic of),Asia,2006,4.797101876,12.11869893,66.16764293,5.288370229,4.728937034,0.559433195,10.14285027,0.11566176,1.369674013,0.927015299,26475.747,25705.184,0.507383569,21621.169,20991.879,0.507383771,3774.357841,43.31808247,9.1,NA,1.73,24.1,NA,Islam
264,364,364_2006,Iran (Islamic Republic of),Asia,2006,5.204606365,NA,NA,NA,NA,NA,NA,NA,94.79539364,NA,26475.747,25705.184,0.507383569,21621.169,20991.879,0.507383771,3774.357841,43.31808247,9.1,NA,1.73,24.1,NA,Islam
265,364,364_2011,Iran (Islamic Republic of),Asia,2011,7.203571452,14.64719811,64.70087299,7.003285722,5.994505654,1.008780067,6.165601011,0.103815327,0.175655387,0.773956882,28548.981,28314.42,0.502062495,22564.894,22395.355,0.501885432,7781.406114,45.82317591,9.2,1.92,1.92,27,NA,Islam
266,364,364_2011,Iran (Islamic Republic of),Asia,2011,7.161897448,NA,NA,NA,NA,NA,NA,NA,92.83810255,NA,28548.981,28314.42,0.502062495,22564.894,22395.355,0.501885432,7781.406114,45.82317591,9.2,1.92,1.92,27,NA,Islam
267,364,364_2016,Iran (Islamic Republic of),Asia,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30451.112,29991.25,0.503804137,23061.861,22876.525,0.502017224,5253.42491,48.84944129,10,1.98,1.98,29.7,NA,Islam
268,368,368_1997,Iraq,Asia,1997,1.226552676,2.663624055,50.46020835,5.44697058,4.681228883,0.765741697,36.67766131,0.357560394,3.167422632,0.78627758,6001.847,6082.763,0.496652105,4981.685,5005.351,0.498815164,NA,49.01930631,4.5,NA,0.83,17.5,NA,Islam
269,372,372_1991,Ireland,Europe,1991,20.07729901,11.79832162,41.72881092,8.520415117,7.039661987,1.48075313,9.252516599,7.162327927,1.460308807,0.677069147,1263.285,1308.896,0.491133789,891.359,881.652,0.502737434,14104.07843,51.30258383,9.9,1.08,1.08,28.4,NA,Christianity
270,372,372_1996,Ireland,Europe,1996,21.28124585,13.7822413,41.00694598,9.638543556,8.056452683,1.582090873,9.338583374,4.952439942,0,0.706912436,1356.602,1406.004,0.491058805,953.243,946.989,0.501645589,20860.59696,52.80171288,10.5,NA,1.01,30.1,NA,Christianity
271,372,372_1996,Ireland,Europe,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1356.602,1406.004,0.491058805,953.243,946.989,0.501645589,20860.59696,52.80171288,10.5,NA,1.01,30.1,NA,Christianity
272,372,372_2002,Ireland,Europe,2002,21.55140152,16.41505391,38.00364608,10.1859688,NA,NA,NA,NA,13.84392969,NA,1530.931,1568.541,0.493932838,1055.04,1040.773,0.503403691,32541.09855,57.07572942,11.2,NA,0.98,31.8,NA,Christianity
273,372,372_2002,Ireland,Europe,2002,19.85067359,15.45203701,38.22586006,9.226238783,7.819540736,1.406698047,10.16919022,7.07600034,0,0.744980362,1530.931,1568.541,0.493932838,1055.04,1040.773,0.503403691,32541.09855,57.07572942,11.2,NA,0.98,31.8,NA,Christianity
274,372,372_2006,Ireland,Europe,2006,20.66585907,17.60538458,35.52722917,9.65032871,8.295335448,1.354993262,8.35726633,7.677387742,0.516544393,0.786896817,1671.048,1702.505,0.495337705,1134.405,1117.59,0.503733356,54306.42932,62.03499782,11.8,NA,0.87,33.2,NA,Christianity
275,372,372_2006,Ireland,Europe,2006,22.41886982,18.34216728,35.20405629,10.38038926,NA,NA,NA,NA,13.65451736,NA,1671.048,1702.505,0.495337705,1134.405,1117.59,0.503733356,54306.42932,62.03499782,11.8,NA,0.87,33.2,NA,Christianity
276,372,372_2006,Ireland,Europe,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1671.048,1702.505,0.495337705,1134.405,1117.59,0.503733356,54306.42932,62.03499782,11.8,NA,0.87,33.2,NA,Christianity
277,372,372_2011,Ireland,Europe,2011,22.18946219,18.54278521,34.91491491,10.1010101,8.753602087,1.347408014,7.639154306,6.612673279,0,0.812687675,1783.195,1840.088,0.492148971,1173.012,1181.036,0.498295702,51848.9097,66.484018,10.9,0.71,0.71,34.4,NA,Christianity
278,372,372_2011,Ireland,Europe,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1783.195,1840.088,0.492148971,1173.012,1181.036,0.498295702,51848.9097,66.484018,10.9,0.71,0.71,34.4,NA,Christianity
279,372,372_2011,Ireland,Europe,2011,23.69714087,18.9369777,34.93333366,10.86689219,NA,NA,NA,NA,11.56565559,NA,1783.195,1840.088,0.492148971,1173.012,1181.036,0.498295702,51848.9097,66.484018,10.9,0.71,0.71,34.4,NA,Christianity
280,376,376_1995,Israel,Asia,1995,19.65662802,15.95955141,45.96522177,6.823966734,5.935609879,0.888356855,6.24936996,0.876386089,4.468876008,0.824877891,1820.234,1922.598,0.486325328,1331.133,1333.981,0.499465689,18103.6625,256.2384473,11.6,1.47,1.47,27.3,27.3,Judaism
281,376,376_1995,Israel,Asia,1995,20.88121402,16.20525757,48.03989317,7.427760419,NA,NA,NA,NA,7.445874824,NA,1820.234,1922.598,0.486325328,1331.133,1333.981,0.499465689,18103.6625,256.2384473,11.6,1.47,1.47,27.3,27.3,Judaism
282,376,376_2008,Israel,Asia,2008,21.00875815,18.40482128,46.15096412,8.489230893,NA,NA,NA,NA,5.946225552,NA,2475.64,2617.084,0.486113129,1684.959,1680.766,0.500622897,29567.80388,337.7449168,12.6,NA,1.05,28.7,NA,Judaism
283,380,380_2001,Italy,Europe,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23374.968,25399.924,0.47924182,13888.857,13751.578,0.5024833,20483.21599,193.7169766,8.7,NA,1.79,40.3,NA,Christianity
284,380,380_2001,Italy,Europe,2001,24.9691551,19.45709485,39.72657684,8.024121367,6.587860667,1.4362607,7.233009582,0.589955069,8.72E-05,0.661511128,23374.968,25399.924,0.47924182,13888.857,13751.578,0.5024833,20483.21599,193.7169766,8.7,NA,1.79,40.3,NA,Christianity
285,380,380_2001,Italy,Europe,2001,24.88515716,20.7686731,41.54396223,8.900219324,NA,NA,NA,NA,3.901988181,NA,23374.968,25399.924,0.47924182,13888.857,13751.578,0.5024833,20483.21599,193.7169766,8.7,NA,1.79,40.3,NA,Christianity
286,380,380_2011,Italy,Europe,2011,31.15300625,20.18824249,34.67088465,9.912941639,NA,NA,NA,NA,4.074924976,NA,24521.341,26686.847,0.478855862,13682.475,13622.894,0.501091013,38599.06221,201.8747841,9.8,1.27,1.27,43.5,NA,Christianity
287,380,380_2011,Italy,Europe,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24521.341,26686.847,0.478855862,13682.475,13622.894,0.501091013,38599.06221,201.8747841,9.8,1.27,1.27,43.5,NA,Christianity
288,380,380_2011,Italy,Europe,2011,30.91125335,18.85487247,33.75850229,9.412600022,7.807761786,1.604838236,6.283218448,0.779553414,0,0.687095291,24521.341,26686.847,0.478855862,13682.475,13622.894,0.501091013,38599.06221,201.8747841,9.8,1.27,1.27,43.5,NA,Christianity
289,384,384_1994,Côte d'Ivoire,Africa,1994,13.88433708,3.882257499,19.54099728,3.718342866,2.548723101,1.169619765,46.05982437,12.87779554,0.036445356,0.338277957,4082.298,3565.256,0.533804403,3330.038,2955.134,0.529824482,605.2635873,43.19318553,2.4,NA,0.95,17.5,NA,Christianity
290,384,384_1998,Côte d'Ivoire,Africa,1998,11.40531471,5.047599196,18.13876309,3.20551135,2.198809281,1.006702068,46.57774921,15.53045693,0.094605514,0.3392866,4628.009,4118.44,0.52913005,3780.915,3437.26,0.52380484,809.0126883,49.02331447,3,NA,1.01,17.8,NA,Christianity
291,384,384_2005,Côte d'Ivoire,Africa,2005,11.44494507,3.784988447,23.83729089,4.148879268,2.491487989,1.657391279,45.7755403,10.91588997,0.09246605,0.177033749,5324.13,4930.652,0.519185098,4345.699,4117.724,0.51346825,931.2000256,57.71859748,3.7,0.98,0.98,17.8,17.8,Christianity
292,384,384_2012,Côte d'Ivoire,Africa,2012,12.17714645,4.607792304,25.31502802,5.263536203,3.027901334,2.235634869,41.08455623,11.54165975,0.010281033,0.131740845,6254.562,5978.46,0.51128511,5122.021,5008.725,0.505591691,1243.273487,67.75845283,4.5,1.03,1.03,17.9,NA,Christianity
293,388,388_1991,Jamaica,North America,1991,19.74721392,6.666213645,20.15153574,11.68286219,9.149904865,2.532957325,32.52752107,7.784044577,1.440608861,0.557788706,778.625,820.388,0.486941007,596.91,616.709,0.491842992,1668.98801,225.2385965,5.9,2.4,2.4,22.2,NA,Christianity
294,388,388_2001,Jamaica,North America,2001,23.30160762,7.194597777,21.54721447,14.02329604,11.29477506,2.728520985,28.21691747,5.716366614,0,0.616950288,895.644,927.924,0.49114922,674.205,693.251,0.493035973,3437.660658,246.9715605,7.5,NA,2.19,24.9,NA,Christianity
295,388,388_2011,Jamaica,North America,2011,28.17193365,7.206678056,18.66941681,16.20079876,NA,NA,NA,NA,29.75117272,NA,1023.836,1054.151,0.492705681,744,755.237,0.496252427,5111.471413,260.9352724,9,1.79,1.79,27.5,NA,Christianity
296,392,392_2000,Japan,Asia,2000,27.59867534,18.88556853,31.89060506,7.647603159,NA,NA,NA,NA,13.97754791,NA,52946.902,55724.251,0.487221314,30599.007,29436.81,0.509679197,38532.04088,347.9917695,10.7,0.92,0.92,41.2,41.2,Unaffiliated Religions
